ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,LPA,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos,avg_return,volatility,cumulative_return,sharpe_ratio,Earn. Yield
MMAQ3,2550.01,2.83,0.33,0.075,0.00%,0.144,0.51,-4.72,0.53,-4.62,-7.65,-1.59%,2.65%,1.51,-6.21%,11.84%,901.0636042402828,2.83,281668000.0,0.27,27.07%,2.070692205228587,21.96514620065424,849.0033365885416,0.4104911835007884,35.3356890459364
HETA3,96.0,60.97,-0.14,11.769,0.00%,3.356,-63.5,13.18,-0.14,100.55,100.55,89.30%,19.30%,0.84,25.49%,-0.23%,1.5745448581269477,60.97,-351178000.0,-0.92,31.09%,0.6958344728638091,0.1673736047343772,22.940148259485017,0.5220661071054351,1.6401508938822373
PRIO3,41.63,7.61,2.05,2.645,0.00%,0.862,2.7,5.21,-4.74,6.29,4.78,50.75%,34.74%,5.01,23.51%,26.94%,5.470433639947438,7.61,18191400000.0,1.07,72.31%,0.642916835053025,0.0377177506868975,18.78563231000122,1.0242600918273594,13.14060446780552
MMAQ4,2550.01,2.83,0.33,0.075,7.36%,0.144,0.51,-4.72,0.53,-4.62,-7.65,-1.59%,2.65%,1.51,-6.21%,11.84%,901.0636042402828,2.83,281668000.0,0.27,27.07%,0.5785961095194609,0.3767467303636433,14.562126206928212,0.3985109822591005,35.3356890459364
NUTR3,3.99,6.93,1.3,0.28,0.00%,0.446,1.46,3.99,6.28,4.64,4.36,7.02%,4.04%,1.72,13.70%,18.82%,0.5757575757575758,6.93,40524000.0,0.31,26.41%,0.5417108151096857,0.059635112479273,12.500000099341056,0.7803032494723239,14.43001443001443
DEXP3,8.2,5.48,0.94,0.514,5.82%,0.592,1.28,5.9,2.19,5.06,4.19,8.71%,10.31%,3.61,15.01%,17.16%,1.4963503649635035,5.48,952856000.0,0.28,15.90%,0.5411801152757902,0.0404014412406223,12.472084480177225,0.8894537606625302,18.248175182481752
BMEB4,38.19,5.74,2.06,0.0,5.77%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,35.91%,6.653310104529616,5.74,1942290000.0,0.0,21.78%,0.4742838419813386,0.0241963467162782,9.317241800242517,1.0261677031644942,17.421602787456447
MNPR3,22.05,48.35,-0.49,0.466,0.00%,0.446,-0.41,3.53,-0.33,3.52,2.94,13.21%,0.97%,0.34,13.50%,-1.01%,0.4560496380558428,48.35,-319189000.0,0.0,8.80%,0.4561892357700474,0.0432723782376267,8.57894755554553,0.7774473369198459,2.0682523267838677
BMEB3,32.0,4.81,1.73,0.0,6.25%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,35.91%,6.652806652806653,4.81,1942290000.0,0.0,21.78%,0.4428978079882602,0.0334290433742928,8.065155880837466,0.8200128478141772,20.79002079002079
RSUL4,55.0,6.03,1.51,0.911,3.87%,0.862,2.73,3.89,7.87,3.52,3.27,23.43%,15.09%,2.42,26.54%,25.08%,9.12106135986733,6.03,220737000.0,0.06,18.16%,0.4386460990639516,0.027666438498381,7.905737285005957,0.8875881331964522,16.58374792703151
ODER4,100.0,38.72,2.13,1.682,0.98%,1.131,2.31,26.28,4.14,28.76,20.65,6.40%,4.34%,2.93,5.29%,5.50%,2.5826446280991737,38.72,529795000.0,0.41,9.75%,0.4377682245763592,0.0798092801259682,7.873114102769362,0.5309263535772201,2.5826446280991737
MRSA5B,29.9,7.1,1.34,1.403,2.97%,0.56,13.9,3.74,-1.42,5.13,3.77,37.54%,19.77%,1.27,17.85%,18.95%,4.211267605633803,7.1,7515520000.0,0.8,20.87%,0.3860509376631038,0.0405827947664749,6.119047851519263,0.617854690721387,14.084507042253522
BPAC3,13.98,14.12,2.86,0.0,2.05%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,20.25%,0.9900849858356942,14.12,56270400000.0,0.0,14.46%,0.383068773763471,0.0350339079547475,6.027452171322612,0.7270596017812356,7.0821529745042495
WLMM4,30.5,7.96,1.46,0.339,4.55%,0.967,2.58,5.83,3.45,6.37,6.19,5.82%,4.26%,2.55,19.35%,18.33%,3.8316582914572863,7.96,761138000.0,0.31,31.31%,0.350904830339888,0.029747059780698,5.100393747350642,0.7271887207500795,12.562814070351758
CTKA4,21.5,1.97,-2.36,0.191,0.00%,0.205,0.68,2.03,-0.54,8.1,6.29,9.39%,9.66%,1.74,13.01%,-119.38%,10.913705583756345,1.97,-56602000.0,-8.0,16.59%,0.3503245588402364,0.0542032548853639,5.0846561307098845,0.6724352457840516,50.76142131979695
WEGE3,53.52,36.87,11.39,6.288,1.41%,6.186,21.55,27.66,28.42,27.28,25.01,22.74%,17.74%,1.78,30.00%,30.89%,1.4515866558177382,36.87,19724500000.0,0.15,21.39%,0.3410044999911141,0.0227832337743463,4.83648526769395,0.8031279816270976,2.712232167073502
BRGE5,13.18,33.11,0.73,273.039,0.00%,0.325,0.85,-1.39,1.65,0.89,0.91,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.39806704922983993,33.11,1324180000.0,0.0,-45.61%,0.324750423913646,0.0700630626202941,4.423868289338892,0.6002182020079868,3.0202355783751136
MRSA3B,32.0,7.59,1.44,1.501,0.00%,0.599,14.87,4.0,-1.52,5.4,3.96,37.54%,19.77%,1.27,17.85%,18.95%,4.216073781291173,7.59,7515520000.0,0.8,20.87%,0.3210466763238533,0.0448415182772607,4.333333333333333,0.5783700014114941,13.175230566534916
FRIO3,300.21,98.33,5.55,0.895,0.00%,1.028,11.46,19.73,-11.87,26.08,15.26,4.54%,1.16%,1.15,7.59%,5.64%,3.0530865453066203,98.33,340187000.0,2.21,8.34%,0.3130234227319506,0.0536917357201052,4.141525527178233,0.6255349567010183,1.0169836265636123
WLMM3,24.85,6.49,1.19,0.276,5.08%,0.788,2.1,4.75,2.81,5.29,5.14,5.82%,4.26%,2.55,19.35%,18.33%,3.8289676425269645,6.49,761138000.0,0.31,31.31%,0.3056343655128435,0.0413567932449645,3.9700000762939407,0.5741978313729773,15.408320493066254
CEDO3,30.5,4.81,1.23,0.302,0.00%,0.339,2.71,1.65,-1.29,3.67,3.25,18.30%,6.29%,1.37,22.66%,25.52%,6.340956340956342,4.81,248620000.0,1.53,14.36%,0.2835394248665914,0.0577994849380163,3.48529399183796,0.5786490590566675,20.79002079002079
CTKA3,21.89,2.01,-2.4,0.194,0.00%,0.209,0.69,2.07,-0.55,8.13,6.32,9.39%,9.66%,1.74,13.01%,-119.38%,10.890547263681594,2.01,-56602000.0,-8.0,16.59%,0.2831196891956706,0.0629149794342296,3.4764826149945582,0.5683194559074171,49.75124378109454
BRGE12,13.47,33.84,0.75,279.047,0.00%,0.332,0.87,-1.42,1.68,0.86,0.88,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.3980496453900709,33.84,1324180000.0,0.0,-45.61%,0.2830529618439366,0.0353328906320237,3.4750831593709366,0.5816848429390169,2.9550827423167845
BPAC11,28.04,9.44,1.91,0.0,3.06%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,20.25%,2.9703389830508473,9.44,56270400000.0,0.0,14.46%,0.2806872463757037,0.0301757650919561,3.4257027564864826,0.6118802829603132,10.59322033898305
FRAS3,20.8,17.46,2.74,1.56,3.13%,1.268,3.65,11.4,13.82,12.03,9.34,13.69%,9.27%,2.26,15.76%,15.71%,1.1912943871706758,17.46,2046740000.0,0.56,23.77%,0.2785089864995069,0.0206838511289121,3.3806376916697927,0.7019634601172198,5.72737686139748
ENMT4,84.9,14.72,4.68,2.334,3.24%,1.315,131.21,9.06,-2.8,11.5,9.98,25.76%,15.85%,1.04,16.35%,31.81%,5.767663043478261,14.72,3968130000.0,1.49,11.20%,0.2748410555923504,0.019379086576865,3.305618045347252,0.7179339580345241,6.7934782608695645
BRGE7,13.07,32.83,0.73,270.76,2.51%,0.322,0.84,-1.38,1.63,0.9,0.92,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.3981114833993299,32.83,1324180000.0,0.0,-45.61%,0.2738358056592034,0.0349566193377021,3.2852458685772685,0.502176982646112,3.045994517209869
BAUH4,78.19,16.33,3.41,1.703,1.05%,2.318,14.35,20.17,16.41,18.26,14.21,8.44%,10.42%,1.54,20.15%,20.87%,4.788120024494795,16.33,119769000.0,0.0,7.04%,0.2659549043259153,0.0175951700622989,3.1282999068984347,0.730008734669534,6.12369871402327
CPLE5,10.9,10.48,1.28,1.5,4.81%,0.575,7.06,7.9,-2.01,10.0,7.4,18.98%,14.61%,1.45,8.82%,12.17%,1.0400763358778626,10.48,25493400000.0,0.64,3.90%,0.2612388770391118,0.088280621387088,3.03669513804574,0.447168448267818,9.541984732824428
ENMT3,77.26,13.4,4.26,2.124,3.56%,1.197,119.4,8.24,-2.55,10.69,9.28,25.76%,15.85%,1.04,16.35%,31.81%,5.765671641791045,13.4,3968130000.0,1.49,11.20%,0.249740093805276,0.0167961996222412,2.820419633658769,0.7076281806077207,7.46268656716418
CEDO4,22.0,3.47,0.88,0.218,0.00%,0.244,1.96,1.19,-0.93,3.21,2.85,18.30%,6.29%,1.37,22.66%,25.52%,6.340057636887607,3.47,248620000.0,1.53,14.36%,0.2412307402390541,0.0531941162449364,2.6666666666666763,0.5469447741416643,28.818443804034576
KEPL3,9.28,6.62,2.21,1.011,9.09%,1.076,2.91,5.51,5.91,5.05,4.47,18.34%,15.27%,2.14,30.92%,33.38%,1.4018126888217521,6.62,754480000.0,0.42,26.77%,0.2390231054995959,0.0225995845899506,2.627631800235838,0.5820799976621475,15.105740181268882
BPAC5,7.11,7.18,1.45,0.0,4.02%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,20.25%,0.9902506963788301,7.18,56270400000.0,0.0,14.46%,0.2316638414056795,0.0323294863861821,2.4999999999999734,0.5278173660707501,13.92757660167131
EALT3,13.97,4.63,1.12,0.569,3.30%,0.51,8.09,3.78,-5.01,5.03,3.92,15.04%,12.30%,1.17,14.60%,24.31%,3.0172786177105833,4.63,279592000.0,0.42,20.75%,0.2286175862656416,0.0756089338076738,2.448275910667964,0.5200720532711699,21.598272138228943
BAZA3,84.8,3.64,0.7,0.0,7.79%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,19.17%,23.296703296703296,3.64,6804740000.0,0.0,16.48%,0.2280966260506509,0.0232456700529423,2.439494375261263,0.5507851780207861,27.472527472527474
BRGE3,13.5,33.91,0.75,279.668,0.00%,0.333,0.87,-1.42,1.69,0.86,0.87,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.3981126511353583,33.91,1324180000.0,0.0,-45.61%,0.2232210271425503,0.0509173399951356,2.3582089711574024,0.5191364713346013,2.9489826010026543
BRGE8,13.17,33.08,0.73,272.832,1.78%,0.324,0.85,-1.39,1.65,0.89,0.91,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.3981257557436518,33.08,1324180000.0,0.0,-45.61%,0.2181963022780328,0.0457589038118224,2.2761194375077007,0.4661956524581475,3.0229746070133015
EUCA4,13.5,3.18,0.48,0.452,5.45%,0.279,1.5,3.29,-5.99,4.73,2.8,13.73%,14.23%,1.97,9.64%,15.24%,4.245283018867925,3.18,2584630000.0,0.32,12.42%,0.2160176406201193,0.0329848829903857,2.2410500568619858,0.4988234923481601,31.446540880503143
DIRR3,25.58,7.97,2.16,1.451,13.02%,0.466,1.46,7.12,-1.51,7.47,6.77,20.38%,20.84%,3.38,7.98%,27.03%,3.209535759096612,7.97,2058530000.0,0.86,19.44%,0.2097906308612791,0.0286640588402707,2.14253640833529,0.4932237484684924,12.547051442910917
BPAN4,6.34,10.61,0.97,0.0,3.81%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,9.12%,0.5975494816211122,10.61,8312400000.0,0.0,9.28%,0.2083432703816541,0.0388921131814939,2.119999885559101,0.4949997128497791,9.42507068803016
SHUL4,5.59,7.34,1.43,1.029,8.50%,0.795,1.73,8.49,3.49,7.6,5.88,12.12%,14.00%,3.18,15.56%,19.43%,0.7615803814713896,7.34,1399880000.0,0.46,17.90%,0.2081329909265916,0.0235701195482201,2.1167369101663587,0.5060943872116153,13.623978201634875
STBP3,13.1,14.88,4.92,4.073,19.87%,1.628,5.61,9.57,-6.37,9.68,8.07,42.54%,27.37%,3.36,27.02%,33.05%,0.8803763440860214,14.88,2301870000.0,1.11,29.91%,0.2066702401855584,0.0297764559719139,2.094117557301242,0.4867104910856564,6.720430107526881
TXRX3,10.0,2.06,-0.13,0.362,0.00%,0.238,-0.27,-5.24,-0.1,-42.51,-63.94,-6.90%,17.56%,0.31,-4.83%,-6.32%,4.854368932038835,2.06,-327457000.0,-0.93,-8.86%,0.202494879628521,0.0922866080776942,2.030303074089735,0.6161219213982677,48.543689320388346
JBSS3,35.83,10.91,1.7,0.2,8.37%,0.351,2.72,3.96,-0.95,7.69,4.9,5.06%,2.08%,1.47,12.05%,15.60%,3.284142988084326,10.91,46708500000.0,2.21,10.54%,0.2019743628100307,0.0255972615324409,2.022425208051897,0.4806404227816206,9.165902841429881
BRGE11,13.18,33.11,0.73,273.039,2.14%,0.325,0.85,-1.39,1.65,0.89,0.91,-19636.90%,1381.29%,3.06,-50.03%,2.21%,0.39806704922983993,33.11,1324180000.0,0.0,-45.61%,0.2006380104744403,0.043068090479779,2.0022780651533343,0.4624839913754139,3.0202355783751136
EALT4,13.07,4.33,1.05,0.532,3.89%,0.477,7.57,3.54,-4.69,4.79,3.73,15.04%,12.30%,1.17,14.60%,24.31%,3.0184757505773674,4.33,279592000.0,0.42,20.75%,0.2001837143308096,0.0274619130548368,1.995454549887965,0.47511132192493,23.09468822170901
CPLE6,9.15,8.8,1.07,1.259,4.64%,0.483,5.93,6.63,-1.69,8.73,6.46,18.98%,14.61%,1.45,8.82%,12.17%,1.0397727272727273,8.8,25493400000.0,0.64,3.90%,0.1969558806329441,0.0217495179325146,1.9473438462325152,0.4888510193222602,11.363636363636363
MRFG3,16.8,65.02,2.76,0.106,17.25%,0.11,1.47,2.92,-0.26,10.5,4.43,3.65%,0.93%,1.23,5.27%,4.25%,0.2583820362965242,65.02,5383430000.0,10.88,23.61%,0.195168842571602,0.031128470583384,1.9209863715226176,0.4674568940350713,1.5379883112888344
MRSA6B,28.0,6.64,1.26,1.314,3.17%,0.524,13.01,3.5,-1.33,4.9,3.59,37.54%,19.77%,1.27,17.85%,18.95%,4.216867469879518,6.64,7515520000.0,0.8,20.87%,0.1944611530765825,0.0352886125404884,1.910602945227867,0.4277025348051157,15.060240963855422
TOTS3,27.01,24.9,3.37,3.197,1.72%,1.844,8.97,9.14,-26.38,8.85,7.5,34.96%,13.27%,2.44,27.43%,13.54%,1.0847389558232934,24.9,4802610000.0,0.34,19.21%,0.1922576536638045,0.0258779996535429,1.878469415306016,0.4629222174618642,4.0160642570281135
SOND6,46.0,9.62,1.89,0.648,10.96%,0.945,3.17,3.91,9.43,2.86,2.46,16.57%,6.76%,1.99,33.07%,19.64%,4.781704781704782,9.62,59832000.0,0.0,33.28%,0.1920185198555213,0.0242226641219177,1.874999999999999,0.456966643061395,10.395010395010395
MERC3,15.28,31.93,2.42,0.0,1.38%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,7.57%,0.47854682117131225,31.93,259250000.0,0.0,-0.97%,0.1908797072189214,0.1337702449081196,1.8585256044661995,0.3947811026970693,3.131850923896023
CEBR3,15.9,6.65,1.07,3.283,9.82%,0.777,1.7,9.14,1.85,3.75,3.52,35.91%,63.77%,7.93,15.95%,16.02%,2.3909774436090223,6.65,1075360000.0,0.0,-20.96%,0.1901641386338257,0.0359829995684022,1.8482143001592977,0.4848964249077868,15.037593984962406
CEBR6,17.6,7.37,1.18,3.634,9.76%,0.86,1.88,10.12,2.04,4.72,4.44,35.91%,63.77%,7.93,15.95%,16.02%,2.3880597014925375,7.37,1075360000.0,0.0,-20.96%,0.1899948500900106,0.0309968663017036,1.8457794027397745,0.4691258275682065,13.568521031207597
HBTS5,28.0,1.42,0.38,0.786,10.86%,0.163,2.41,1.51,-0.37,2.87,2.85,51.95%,55.25%,2.09,10.96%,26.69%,19.71830985915493,1.42,673759000.0,0.38,19.42%,0.1867892960457084,0.1083036139315333,1.799999999999994,0.4094417485149415,70.42253521126761
CPLE3,8.28,7.96,0.97,1.139,4.66%,0.437,5.36,6.0,-1.53,8.1,6.0,18.98%,14.61%,1.45,8.82%,12.17%,1.0402010050251256,7.96,25493400000.0,0.64,3.90%,0.1813217524244714,0.0213461104641776,1.7233333587646396,0.4530109526438568,12.562814070351761
BNBR3,101.33,4.67,0.74,0.0,5.23%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,15.78%,21.698072805139187,4.67,13559400000.0,0.0,17.55%,0.1772425235881134,0.0253345139022305,1.667280793738156,0.4308268306583308,21.413276231263385
LUXM4,12.0,17.77,1.91,1.895,1.85%,1.4,243.8,13.38,-9.49,13.26,7.52,14.16%,10.66%,1.05,11.25%,10.76%,0.6752954417557682,17.77,130398000.0,0.05,5.23%,0.1771974362060606,0.0227099255278037,1.6666666666666683,0.4318443905737161,5.627462014631401
EMBR3,58.05,16.54,2.52,1.369,0.00%,0.676,3.4,15.18,-4.45,17.43,11.91,9.02%,8.53%,1.56,5.78%,15.22%,3.5096735187424426,16.54,17073700000.0,0.84,19.91%,0.1752463612922339,0.031134832307184,1.6402041093178117,0.4312636269801339,6.045949214026603
MTSA4,38.78,7.53,0.74,0.707,5.39%,0.582,1.0,15.14,1.03,8.48,5.31,4.67%,9.39%,3.93,6.08%,9.87%,5.150066401062417,7.53,458554000.0,0.08,9.78%,0.1715020813356793,0.0255660106866946,1.5900331593506136,0.41704471434664,13.280212483399733
SBSP3,89.24,6.54,1.61,1.715,1.61%,0.801,61.23,3.79,-2.03,5.05,4.28,45.19%,26.23%,1.14,22.27%,24.61%,13.645259938837919,6.54,37909000000.0,0.63,17.74%,0.1694146053331635,0.0239515366194248,1.5624091484367837,0.4151073873658357,15.29051987767584
ENEV3,10.67,25.77,1.37,2.228,0.00%,0.436,15.14,7.31,-0.86,12.74,8.33,30.47%,13.60%,1.23,6.43%,5.32%,0.41404734187039194,25.77,15047200000.0,1.16,33.61%,0.168605283744103,0.0222328994692363,1.5517655132172088,0.419308909669067,3.880481179666279
EKTR4,49.0,9.47,4.61,1.033,21.24%,0.802,58.61,4.35,-1.52,7.23,6.15,23.76%,10.92%,1.05,21.67%,48.71%,5.174234424498415,9.47,2059000000.0,3.51,2.48%,0.1685485182675941,0.0292051958753572,1.5510203585134223,0.4135492750900754,10.559662090813092
ELET5,82.57,18.76,1.57,5.003,0.00%,0.681,6.73,19.71,-1.84,23.94,17.12,25.39%,26.69%,2.06,3.89%,8.38%,4.40138592750533,18.76,121252000000.0,0.58,4.78%,0.1669264094283322,0.0210007991256182,1.5298036217707374,0.408767355719652,5.330490405117271
EQPA7,8.24,8.78,3.74,1.696,9.22%,1.063,9.37,6.08,-3.12,7.0,6.14,27.88%,19.33%,1.43,23.41%,42.67%,0.938496583143508,8.78,4861470000.0,1.21,17.00%,0.1626422733941002,0.041545700236803,1.4744744624341115,0.4242695308128265,11.389521640091118
BRIV3,12.86,71.86,0.68,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,0.95%,0.17895908711383243,71.86,1671490000.0,0.0,-44.72%,0.1606841642100851,0.0417195875740009,1.4495237441289928,0.4022953053598244,1.3915947676036737
MOAR3,400.0,24.87,3.25,0.0,4.80%,1.69,3.69,-190.87,19.79,-154.87,-160.93,0.00%,0.00%,5.29,-1.97%,13.07%,16.083634901487734,24.87,1507750000.0,0.44,-97.96%,0.1569403205671284,0.0177849553774104,1.4024024024024064,0.4080411981117873,4.020908725371934
MNDL3,16.01,91.6,1.01,0.171,0.00%,0.112,-1.09,1.46,-0.23,5.75,5.03,11.70%,0.19%,0.79,8.29%,1.11%,0.17478165938864632,91.6,156921000.0,3.0,16.18%,0.1547199589087378,0.0408242548395503,1.3748149165400707,0.4349649195422169,1.091703056768559
EQPA3,5.44,5.79,2.47,1.12,13.97%,0.702,6.19,4.02,-2.06,4.94,4.33,27.88%,19.33%,1.43,23.41%,42.67%,0.9395509499136443,5.79,4861470000.0,1.21,17.00%,0.153846502837246,0.0271007246312722,1.3640350588250807,0.3781258444009166,17.271157167530223
RANI3,6.99,13.37,1.34,1.055,7.54%,0.481,2.24,5.07,-1.55,8.32,5.44,20.81%,7.90%,2.87,11.94%,10.02%,0.5228122662677637,13.37,1252340000.0,1.32,12.46%,0.1482170435935004,0.0364968058212833,1.2955325193510254,0.3926509338632915,7.479431563201197
PATI3,25.01,7.63,0.66,0.298,25.73%,0.336,0.71,5.74,1.23,5.21,4.58,5.19%,3.91%,2.6,11.17%,8.64%,3.2778505897771955,7.63,907705000.0,0.54,7.73%,0.1477656277483876,0.0334000487978519,1.2901118804009188,0.3834776913397364,13.106159895150721
EKTR3,40.03,7.73,3.77,0.844,23.63%,0.655,47.88,3.55,-1.24,6.43,5.47,23.76%,10.92%,1.05,21.67%,48.71%,5.178525226390685,7.73,2059000000.0,3.51,2.48%,0.1421775747626588,0.0323425742050084,1.223888821072049,0.3505855064447303,12.936610608020699
EMAE4,39.19,10.03,1.26,2.348,4.17%,0.673,1.83,27.42,-17.07,19.72,17.43,8.56%,23.41%,7.38,3.04%,12.55%,3.9072781655034894,10.03,1150320000.0,0.0,9.11%,0.141873327186055,0.030473042957244,1.2203295688700586,0.3704444042679628,9.970089730807578
VULC3,16.17,8.14,2.17,1.514,18.51%,1.46,3.06,8.19,3.59,8.0,6.73,18.47%,18.59%,2.87,22.27%,26.61%,1.9864864864864866,8.14,2049380000.0,0.17,27.84%,0.1389386361291043,0.0259263831855411,1.1862411125853831,0.3499581436468165,12.285012285012284
CEBR5,15.42,6.45,1.03,3.184,10.13%,0.753,1.65,8.87,1.79,3.47,3.26,35.91%,63.77%,7.93,15.95%,16.02%,2.3906976744186044,6.45,1075360000.0,0.0,-20.96%,0.1389104281145443,0.030890256233435,1.185915586792782,0.3726143853935789,15.503875968992245
POSI3,5.21,2.84,0.45,0.174,8.03%,0.173,0.44,2.1,2.38,4.3,3.69,8.27%,6.19%,2.38,10.88%,15.75%,1.8345070422535212,2.84,1651110000.0,0.72,19.36%,0.1386865263380479,0.0412536276519292,1.1833331512080387,0.4166825926771903,35.21126760563381
CSUD3,15.45,6.95,1.4,1.158,7.03%,0.959,18.77,5.27,-24.5,5.25,3.48,21.98%,16.66%,1.23,22.25%,20.13%,2.223021582733813,6.95,461386000.0,0.17,4.86%,0.1355253001547134,0.0271958921567724,1.147142818995892,0.3444624353266312,14.388489208633093
TECN3,5.46,5.47,0.87,0.936,3.01%,0.505,0.99,5.53,2.01,5.25,6.11,16.93%,17.09%,4.17,12.62%,15.82%,0.9981718464351006,5.47,404134000.0,0.26,10.87%,0.1292096268346019,0.038547576293576,1.0763359903962728,0.3836285671697393,18.281535648994517
CGAS5,124.02,5.83,16.53,1.081,17.88%,1.068,11.73,5.95,-1.86,8.7,7.07,18.19%,18.56%,1.34,22.94%,283.77%,21.272727272727273,5.83,994053000.0,9.84,17.13%,0.1289649448266832,0.0253972582670901,1.0736324592984228,0.3237752996033559,17.152658662092627
BSLI3,7.82,17.28,1.08,0.0,58.12%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,6.27%,0.4525462962962963,17.28,2868640000.0,0.0,5.93%,0.1285806179514312,0.0577048681051389,1.069391894726779,0.3687138965727927,5.787037037037036
BEES4,8.46,7.65,1.15,0.0,7.86%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,15.03%,1.1058823529411765,7.65,2322880000.0,0.0,12.05%,0.1270322738557241,0.0197737873512097,1.0523810183380262,0.3102524589862414,13.071895424836603
MILS3,8.62,6.96,1.38,1.337,7.50%,0.563,2.95,3.89,-2.39,5.77,4.02,34.37%,19.24%,2.15,18.97%,19.83%,1.2385057471264367,6.96,1463110000.0,1.13,29.06%,0.1243815512634649,0.0332693607146466,1.0235295015222945,0.3509923295837323,14.367816091954023
RADL3,21.35,33.04,5.82,0.973,1.58%,1.671,10.21,15.91,-13.34,17.15,9.63,6.12%,3.02%,1.39,14.56%,17.62%,0.6461864406779662,33.04,6302640000.0,0.52,18.39%,0.1230702956397369,0.0195966844025249,1.0093827696496676,0.2997761376005319,3.026634382566586
BEES3,8.29,7.5,1.13,0.0,8.02%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,15.03%,1.1053333333333333,7.5,2322880000.0,0.0,12.05%,0.1217461381896971,0.0141660347944355,0.995180612697816,0.306448080801305,13.333333333333334
BRIV4,12.54,70.08,0.66,0.0,2.61%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,0.95%,0.17893835616438356,70.08,1671490000.0,0.0,-44.72%,0.1210100232712552,0.0269008782838253,0.9873217235449244,0.3094943100762815,1.4269406392694064
ETER3,5.07,2.76,0.39,0.271,4.97%,0.24,1.08,6.02,5.48,8.06,4.53,4.50%,9.81%,2.05,4.24%,14.30%,1.8369565217391306,2.76,794181000.0,0.16,16.03%,0.12017274195393,0.0474169299342042,0.9784141521126364,0.4098122988674179,36.231884057971016
SOND5,39.5,8.26,1.62,0.556,12.77%,0.811,2.72,3.36,8.1,2.31,1.99,16.57%,6.76%,1.99,33.07%,19.64%,4.782082324455206,8.26,59832000.0,0.0,33.28%,0.1197578853493099,0.0280112289895383,0.9740129709237524,0.3105472014762877,12.106537530266344
